Codigo Barra,Fabricante,,,Precio Sugerido Mercado
7793742007545,ANDROMACO,ANDRO,A0009,6899.04
7793742007552,ANDROMACO,ANDRO,A0009,6899.04
7793742007569,ANDROMACO,ANDRO,A0009,4420.44
7793742007576,ANDROMACO,ANDRO,A0009,5801.76
7793742007583,ANDROMACO,ANDRO,A0009,3116.88
7793742007613,ANDROMACO,ANDRO,A0009,4085.64
7793742007620,ANDROMACO,ANDRO,A0009,5503.68
7793742007637,ANDROMACO,ANDRO,A0009,5503.68
7793742007644,ANDROMACO,ANDRO,A0009,5801.76
7793742007668,ANDROMACO,ANDRO,A0009,4077
7793742007675,ANDROMACO,ANDRO,A0009,5275.8
7793742007682,ANDROMACO,ANDRO,A0009,3903.12
7793742007705,ANDROMACO,ANDRO,A0009,7190.64
7793742007767,ANDROMACO,ANDRO,A0009,3183.84
7793742007774,ANDROMACO,ANDRO,A0009,4790.88
7793742007897,ANDROMACO,ANDRO,A0009,2241
7793742007903,ANDROMACO,ANDRO,A0009,5501.52
7793742007927,ANDROMACO,ANDRO,A0009,3465.72
7793742007958,ANDROMACO,ANDRO,A0009,5250.96
7793742007965,ANDROMACO,ANDRO,A0009,5250.96
7793742007972,ANDROMACO,ANDRO,A0009,6680.88
7793742007996,ANDROMACO,ANDRO,A0009,4413.96
7793742008542,ANDROMACO,ANDRO,A0009,8510.4
7793742008566,ANDROMACO,ANDRO,A0009,8163.72
7793742008573,ANDROMACO,ANDRO,A0009,8510.4
7793742008597,ANDROMACO,ANDRO,A0009,8510.4
7793742023439,ANDROMACO,ANDRO,A0009,6491.88
7793742032615,ANDROMACO,ANDRO,A0009,6009.12
7793742043512,ANDROMACO,ANDRO,A0009,6262.92
7793742108518,ANDROMACO,ANDRO,A0009,5562
7793742108587,ANDROMACO,ANDRO,A0009,8163.72
7793742208508,ANDROMACO,ANDRO,A0009,4725
7793742208522,ANDROMACO,ANDRO,A0009,7622.64
7793742208539,ANDROMACO,ANDRO,A0009,8163.72
7793970141615,BABELITO,BABEL,A0967,1039.74
7794207000798,BIOSINTEX RETAIL,BIRET,A1839,2607
7794207084101,BIOSINTEX RETAIL,BIRET,A1839,908
7794428000010,FORTBENTON,FORTB,A0095,4852.35
7794428000027,FORTBENTON,FORTB,A0095,8434.02
7794428000058,FORTBENTON,FORTB,A0095,8434.02
7794428010149,FORTBENTON,FORTB,A0095,3509.73
7794428010903,FORTBENTON,FORTB,A0095,4852.35
7794428010910,FORTBENTON,FORTB,A0095,8434.02
7794428011368,FORTBENTON,FORTB,A0095,4291.18
7794428011863,FORTBENTON,FORTB,A0095,4343.97
7794428011870,FORTBENTON,FORTB,A0095,4919.4
7794428012105,FORTBENTON,FORTB,A0095,9827.7
7794428300189,FORTBENTON,FORTB,A0095,4851.45
7794428300196,FORTBENTON,FORTB,A0095,4623.14
7794428312458,FORTBENTON,FORTB,A0095,6498.6
7794428312489,FORTBENTON,FORTB,A0095,8505.56
7794640170133,HALEON (GSK),HALEO,A2435,1298.7
7794640170386,HALEON (GSK),HALEO,A2435,1371.14
7794640170720,HALEON (GSK),HALEO,A2435,1398.31
7794640171550,HALEON (GSK),HALEO,A2435,1155.98
7794640171758,HALEON (GSK),HALEO,A2435,1858.89
7794640171765,HALEON (GSK),HALEO,A2435,1858.89
7794640171772,HALEON (GSK),HALEO,A2435,854.27
7794640172410,HALEON (GSK),HALEO,A2435,887.73
7794640172472,HALEON (GSK),HALEO,A2435,1348.33
7794640172731,HALEON (GSK),HALEO,A2435,2137.72
7794640172793,GLAXOSMITHKLINE OTC,GLOTC,A1615,2751.31
7794640172809,GLAXOSMITHKLINE OTC,GLOTC,A1615,4675.79
7794640172816,GLAXOSMITHKLINE OTC,GLOTC,A1615,3302.57
7794640172823,GLAXOSMITHKLINE OTC,GLOTC,A1615,5611.85
7794640172830,GLAXOSMITHKLINE OTC,GLOTC,A1615,3302.57
7794640172847,GLAXOSMITHKLINE OTC,GLOTC,A1615,5611.85
7794640172854,GLAXOSMITHKLINE OTC,GLOTC,A1615,3126.46
7794640172861,GLAXOSMITHKLINE OTC,GLOTC,A1615,5319.9
7794640172878,GLAXOSMITHKLINE OTC,GLOTC,A1615,6013.02
7794640172885,GLAXOSMITHKLINE OTC,GLOTC,A1615,6013.02
7794640173073,HALEON (GSK),HALEO,A2435,881.61
7794640173189,HALEON (GSK),HALEO,A2435,1009.28
7794640173219,HALEON (GSK),HALEO,A2435,1335.72
7794640662553,HALEON (GSK),HALEO,A2435,1199.09
7795312108928,OPELLA HEALTHCARE ARG,OPELL,A2361,4793.68
7795323000273,NUTRICIA-BAGO,NUTBG,A0128,11318
7795323001027,NUTRICIA-BAGO,NUTBG,A0128,26824
7795323001973,NUTRICIA-BAGO,NUTBG,A0128,12468
7795323002413,NUTRICIA-BAGO,NUTBG,A0128,5088
7795323002420,NUTRICIA-BAGO,NUTBG,A0128,7831
7795323002437,NUTRICIA-BAGO,NUTBG,A0128,7444
7795323002444,NUTRICIA-BAGO,NUTBG,A0128,6541
7795323002451,NUTRICIA-BAGO,NUTBG,A0128,6149
7795323002505,NUTRICIA-BAGO,NUTBG,A0128,1842
7795323002512,NUTRICIA-BAGO,NUTBG,A0128,1751
7795323002796,NUTRICIA-BAGO,NUTBG,A0128,8349
7795323002925,NUTRICIA-BAGO,NUTBG,A0128,13570
7795323003359,NUTRICIA-BAGO,NUTBG,A0128,35507
7795323003434,NUTRICIA-BAGO,NUTBG,A0128,26771
7795323772804,NUTRICIA-BAGO,NUTBG,A0128,14842
7795323773672,NUTRICIA-BAGO,NUTBG,A0128,17241
7795323773818,NUTRICIA-BAGO,NUTBG,A0128,9744
7795323773856,NUTRICIA-BAGO,NUTBG,A0128,8079
7795323773894,NUTRICIA-BAGO,NUTBG,A0128,10278
7795323773900,NUTRICIA-BAGO,NUTBG,A0128,8591
7795323773924,NUTRICIA-BAGO,NUTBG,A0128,19608
7795323774464,NUTRICIA-BAGO,NUTBG,A0128,4890
7795323774488,NUTRICIA-BAGO,NUTBG,A0128,2825
7795323774495,NUTRICIA-BAGO,NUTBG,A0128,2825
7795323774570,NUTRICIA-BAGO,NUTBG,A0128,465.5
7795323774587,NUTRICIA-BAGO,NUTBG,A0128,443.5
7795323774693,NUTRICIA-BAGO,NUTBG,A0128,11736
7795323774709,NUTRICIA-BAGO,NUTBG,A0128,11172
7795323774716,NUTRICIA-BAGO,NUTBG,A0128,10644
7795323774723,NUTRICIA-BAGO,NUTBG,A0128,10028.5
7795323774730,NUTRICIA-BAGO,NUTBG,A0128,8988
7795323774747,NUTRICIA-BAGO,NUTBG,A0128,8676
7795323774754,NUTRICIA-BAGO,NUTBG,A0128,8244
7795323774839,NUTRICIA-BAGO,NUTBG,A0128,5835
7795323774846,NUTRICIA-BAGO,NUTBG,A0128,5548
7795323774853,NUTRICIA-BAGO,NUTBG,A0128,4878
7795323774860,NUTRICIA-BAGO,NUTBG,A0128,4584
7795368002935,POEN,POEN,A0197,2300
7795368547368,POEN,POEN,A0197,1760
7795368547375,POEN,POEN,A0197,3043.18
7795368547412,POEN,POEN,A0197,6200
7795371000423,TRB-PHARMA,TRB-P,A0103,1379.16
7795371000980,TRB-PHARMA,TRB-P,A0103,1753.92
7795371001000,TRB-PHARMA,TRB-P,A0103,4075.92
7795371459245,TRB-PHARMA,TRB-P,A0103,1379.16
7795371459443,TRB-PHARMA,TRB-P,A0103,9515.88
7795371459504,TRB-PHARMA,TRB-P,A0103,10763.28
7795371459559,TRB-PHARMA,TRB-P,A0103,2491.56
7795371459603,TRB-PHARMA,TRB-P,A0103,10989
7796285273941,ELEA,ELEA,A1997,989
7796285277093,ELEA,ELEA,A1997,4456.57
7796285286828,ELEA,ELEA,A1997,1615.46
7796285289331,ELEA,ELEA,A1997,1845
7796285289348,ELEA,ELEA,A1997,2499.99
7796285290023,ELEA,ELEA,A1997,6472.15
7798008190771,FRAMINGHAM PHARM,FRAMI,A0606,6945
7798008190979,FRAMINGHAM PHARM,FRAMI,A0606,4850
7798008191044,FRAMINGHAM PHARM,FRAMI,A0606,3025
7798028880065,SILVESTRIN FABRIS,SILVE,A0405,910
7798028880072,SILVESTRIN FABRIS,SILVE,A0405,930
7798028880096,SILVESTRIN FABRIS,SILVE,A0405,1900
7798028880256,SILVESTRIN FABRIS,SILVE,A0405,23730
7798028880324,SILVESTRIN FABRIS,SILVE,A0405,88870
7798028880348,SILVESTRIN FABRIS,SILVE,A0405,103450
7798028880386,SILVESTRIN FABRIS,SILVE,A0405,24900
7798028880768,SILVESTRIN FABRIS,SILVE,A0405,5023
7798028881697,SILVESTRIN FABRIS,SILVE,A0405,29290
7798028881895,SILVESTRIN FABRIS,SILVE,A0405,8040
7798028882168,SILVESTRIN FABRIS,SILVE,A0405,32690
7798028882649,SILVESTRIN FABRIS,SILVE,A0405,18820
7798028882656,SILVESTRIN FABRIS,SILVE,A0405,33760
7798028882687,SILVESTRIN FABRIS,SILVE,A0405,24900
7798028882922,SILVESTRIN FABRIS,SILVE,A0405,12290
7798028883073,SILVESTRIN FABRIS,SILVE,A0405,9620
7798028883127,SILVESTRIN FABRIS,SILVE,A0405,40940
7798028883134,SILVESTRIN FABRIS,SILVE,A0405,40940
7798028883400,SILVESTRIN FABRIS,SILVE,A0405,11710
7798028883479,SILVESTRIN FABRIS,SILVE,A0405,8730
7798028883486,SILVESTRIN FABRIS,SILVE,A0405,13360
7798028883493,SILVESTRIN FABRIS,SILVE,A0405,9930
7798028883509,SILVESTRIN FABRIS,SILVE,A0405,16850
7798028883516,SILVESTRIN FABRIS,SILVE,A0405,21080
7798028883523,SILVESTRIN FABRIS,SILVE,A0405,12310
7798028883530,SILVESTRIN FABRIS,SILVE,A0405,13820
7798028883769,SILVESTRIN FABRIS,SILVE,A0405,30990
7798028883783,SILVESTRIN FABRIS,SILVE,A0405,9730
7798028883899,SILVESTRIN FABRIS,SILVE,A0405,22520
7798028883943,SILVESTRIN FABRIS,SILVE,A0405,1500
7798028883950,SILVESTRIN FABRIS,SILVE,A0405,2320
7798028883967,SILVESTRIN FABRIS,SILVE,A0405,3970
7798028883974,SILVESTRIN FABRIS,SILVE,A0405,4920
7798028883981,SILVESTRIN FABRIS,SILVE,A0405,5020
7798028883998,SILVESTRIN FABRIS,SILVE,A0405,2710
7798028884001,SILVESTRIN FABRIS,SILVE,A0405,1850
7798028884018,SILVESTRIN FABRIS,SILVE,A0405,1790
7798028884131,SILVESTRIN FABRIS,SILVE,A0405,29500
7798028884216,SILVESTRIN FABRIS,SILVE,A0405,13450
7798028884223,SILVESTRIN FABRIS,SILVE,A0405,9528
7798028884230,SILVESTRIN FABRIS,SILVE,A0405,9154
7798028884247,SILVESTRIN FABRIS,SILVE,A0405,15960
7798028884292,SILVESTRIN FABRIS,SILVE,A0405,11560
7798028884391,SILVESTRIN FABRIS,SILVE,A0405,17510
7798028884407,SILVESTRIN FABRIS,SILVE,A0405,9900
7798028884414,SILVESTRIN FABRIS,SILVE,A0405,11600
7798028884421,SILVESTRIN FABRIS,SILVE,A0405,11150
7798028884469,SILVESTRIN FABRIS,SILVE,A0405,14710
7798028884506,SILVESTRIN FABRIS,SILVE,A0405,39760
7798034740032,GRIMBERG,GRIMB,A0113,990
7798034740537,GRIMBERG,GRIMB,A0113,1390
7798034743118,GRIMBERG,GRIMB,A0113,940
7798034744146,GRIMBERG,GRIMB,A0113,940
7798034748557,GRIMBERG,GRIMB,A0113,1190
7798034748564,GRIMBERG,GRIMB,A0113,1190
7798034749240,GRIMBERG,GRIMB,A0113,1100
7798034749257,GRIMBERG,GRIMB,A0113,1100
7798051851575,PANALAB,PANAL,A0883,5435
7798051851698,PANALAB,PANAL,A0883,9981
7798051851933,PANALAB,PANAL,A0883,13633
7798051852220,PANALAB,PANAL,A0883,17013
7798095410226,PIERRE FABRE DER,FABRE,A0947,4874
7798095410233,PIERRE FABRE DER,FABRE,A0947,6622
7798095410240,PIERRE FABRE DER,FABRE,A0947,11240
7798095410417,PIERRE FABRE DER,FABRE,A0947,13981
7798095413845,PIERRE FABRE DER,FABRE,A0947,9382
7798095414729,PIERRE FABRE DER,FABRE,A0947,10654
7798095415214,PIERRE FABRE DER,FABRE,A0947,10159
7798095415238,PIERRE FABRE DER,FABRE,A0947,11041
7798095415290,PIERRE FABRE DER,FABRE,A0947,7518
7798095415306,PIERRE FABRE DER,FABRE,A0947,8945
7798095415313,PIERRE FABRE DER,FABRE,A0947,8152
7798095415320,PIERRE FABRE DER,FABRE,A0947,5831
7798095415337,PIERRE FABRE DER,FABRE,A0947,11280
7798095415764,PIERRE FABRE DER,FABRE,A0947,11264
7798095415771,PIERRE FABRE DER,FABRE,A0947,5020
7798095415801,PIERRE FABRE DER,FABRE,A0947,8947
7798095417911,PIERRE FABRE DER,FABRE,A0947,6481
7798095417942,PIERRE FABRE DER,FABRE,A0947,11336
7798095418383,PIERRE FABRE DER,FABRE,A0947,20560
7798095418390,PIERRE FABRE DER,FABRE,A0947,20595
7798095418413,PIERRE FABRE DER,FABRE,A0947,19848
7798095418970,PIERRE FABRE DER,FABRE,A0947,10155
7798095418987,PIERRE FABRE DER,FABRE,A0947,10109
7798095418994,PIERRE FABRE DER,FABRE,A0947,7241
7798095419007,PIERRE FABRE DER,FABRE,A0947,9720
7798095419908,PIERRE FABRE DER,FABRE,A0947,18426
7798095419991,PIERRE FABRE DER,FABRE,A0947,7356
7798102150671,AREX,AREX,A1277,7950
7798102150701,AREX,AREX,A1277,7950
7798120265562,COPAHUE,COPAH,A1292,4300
7798120265777,COPAHUE,COPAH,A1292,5000
7798120265814,COPAHUE,COPAH,A1292,3900
7798122341417,EUROLAB,EUROL,A1179,1785
7798122341424,EUROLAB,EUROL,A1179,1785
7798122341547,EUROLAB,EUROL,A1179,1890
7798122341561,EUROLAB,EUROL,A1179,1150
7798122341578,EUROLAB,EUROL,A1179,4640
7798122341646,EUROLAB,EUROL,A1179,4750
7798122341653,EUROLAB,EUROL,A1179,3360
7798122341691,EUROLAB,EUROL,A1179,2550
7798140250289,GENOMMA,GENOM,A1354,3052.4
7798158482474,GRIMBERG,GRIMB,A0113,950
7798158482788,GRIMBERG,GRIMB,A0113,1100
7798158482795,GRIMBERG,GRIMB,A0113,1100
7798158489589,GRIMBERG,GRIMB,A0113,950
7798158489596,GRIMBERG,GRIMB,A0113,950
7798173570019,GARRE GUEVARA SR,GARRE,A1562,7579.96
7798173570026,GARRE GUEVARA SR,GARRE,A1562,4437.14
7798173570033,GARRE GUEVARA SR,GARRE,A1562,2855.36
7798173570088,GARRE GUEVARA SR,GARRE,A1562,6593.18
7798173570101,GARRE GUEVARA SR,GARRE,A1562,4437.14
7798173570132,GARRE GUEVARA SR,GARRE,A1562,6593.18
7798176000650,MEAD JOHNSON NUTRITION,MEADJ,A1602,13299.3
7798176000667,MEAD JOHNSON NUTRITION,MEADJ,A1602,11670.84
7798176000674,MEAD JOHNSON NUTRITION,MEADJ,A1602,12620.1
7798176000681,MEAD JOHNSON NUTRITION,MEADJ,A1602,11073.12
7798176000759,MEAD JOHNSON NUTRITION,MEADJ,A1602,7862.16
7798176000766,MEAD JOHNSON NUTRITION,MEADJ,A1602,7473.17
7798176000780,MEAD JOHNSON NUTRITION,MEADJ,A1602,16560.3
7798176000797,MEAD JOHNSON NUTRITION,MEADJ,A1602,15745.8
7798176001220,MEAD JOHNSON NUTRITION,MEADJ,A1602,15016.8
7798176001237,MEAD JOHNSON NUTRITION,MEADJ,A1602,14904.72
7798176001244,MEAD JOHNSON NUTRITION,MEADJ,A1602,14171.28
7798176009639,MEAD JOHNSON NUTRITION,MEADJ,A1602,1628.45
7798176009677,MEAD JOHNSON NUTRITION,MEADJ,A1602,972.57
7798176009691,MEAD JOHNSON NUTRITION,MEADJ,A1602,922.76
7798176009752,MEAD JOHNSON NUTRITION,MEADJ,A1602,6779.89
7798176009776,MEAD JOHNSON NUTRITION,MEADJ,A1602,6147.36
7798176009790,MEAD JOHNSON NUTRITION,MEADJ,A1602,5660.85
7798176009875,MEAD JOHNSON NUTRITION,MEADJ,A1602,11941.2
7798176009882,MEAD JOHNSON NUTRITION,MEADJ,A1602,19541.4
7798181640674,ETHICAL NUTRITION,ETHNU,A2143,4862.76
7798195030010,POEN,POEN,A0197,1950
7798195030027,POEN,POEN,A0197,3450
7798195030034,POEN,POEN,A0197,1750
7798195030041,POEN,POEN,A0197,2800
7798195030058,POEN,POEN,A0197,2350
7798195030065,POEN,POEN,A0197,1670
7798195030072,POEN,POEN,A0197,1950
7798195030157,POEN,POEN,A0197,2250
7798195030164,POEN,POEN,A0197,2900
7798195030218,POEN,POEN,A0197,1250
7798195031031,POEN,POEN,A0197,2050
7798195031062,POEN,POEN,A0197,3350
7798195031109,POEN,POEN,A0197,850
7799075000017,PIERRE FABRE DER,FABRE,A0947,8583
7799075000024,PIERRE FABRE DER,FABRE,A0947,8583
7799075000048,PIERRE FABRE DER,FABRE,A0947,9138
7799075000062,PIERRE FABRE DER,FABRE,A0947,7481
7799075000086,PIERRE FABRE DER,FABRE,A0947,16198
7799075000208,PIERRE FABRE DER,FABRE,A0947,5048
7799075000345,PIERRE FABRE DER,FABRE,A0947,23896
7799075000352,PIERRE FABRE DER,FABRE,A0947,23896
7799075000369,PIERRE FABRE DER,FABRE,A0947,19320
7799075000376,PIERRE FABRE DER,FABRE,A0947,23896
7799075000819,PIERRE FABRE DER,FABRE,A0947,8470
7799075000826,PIERRE FABRE DER,FABRE,A0947,14721
7799075000833,PIERRE FABRE DER,FABRE,A0947,15314
7799075001113,PIERRE FABRE DER,FABRE,A0947,19494
7799075001120,PIERRE FABRE DER,FABRE,A0947,19146
7799075001137,PIERRE FABRE DER,FABRE,A0947,19146
7799075001144,PIERRE FABRE DER,FABRE,A0947,17054
7799075001380,PIERRE FABRE DER,FABRE,A0947,4410
7799075001625,PIERRE FABRE DER,FABRE,A0947,7895
7799075001632,PIERRE FABRE DER,FABRE,A0947,9349
7799075001656,PIERRE FABRE DER,FABRE,A0947,9578
7799075001786,PIERRE FABRE DER,FABRE,A0947,12141
7799075001892,PIERRE FABRE DER,FABRE,A0947,3522
7804900000251,HALEON (GSK),HALEO,A2435,1450.64
7891000099537,NESTLE,NESTL,A0181,3665.1
7891000099551,NESTLE,NESTL,A0181,5010.64
7891010253844,JOHNSON&JOHN (NEUTROGENA),NEUTR,A0994,1053
7891010882983,JOHNSON&JOHN (NEUTROGENA),NEUTR,A0994,2960.33
7896009419270,HALEON (GSK),HALEO,A2435,519.11
7896009419294,HALEON (GSK),HALEO,A2435,808.31
7896015519223,HALEON (GSK),HALEO,A2435,643.33
7896015520045,HALEON (GSK),HALEO,A2435,768.84
7896015520526,HALEON (GSK),HALEO,A2435,1089.54
7896015527433,HALEON (GSK),HALEO,A2435,830.93
7896015527457,HALEON (GSK),HALEO,A2435,1246.49
7896015591786,HALEON (GSK),HALEO,A2435,1298.7
7899706149211,LA ROCHE-POSAY (LOREAL),POSSA,A0564,7035
8007403115807,DAMEDCO,DAMED,A0647,28199
8411061002865,FRAG (PUIG PRESTIGE),PPRES,A1429,76895
8411061023655,FRAG (PUIG PRESTIGE),PPRES,A1429,63700
8411061024485,FRAG (PUIG PRESTIGE),PPRES,A1429,39500
8411061026250,FRAG (PUIG PRESTIGE),PPRES,A1429,53350
8411061026342,FRAG (PUIG PRESTIGE),PPRES,A1429,65550
8411061041659,FRAG (PUIG PRESTIGE),PPRES,A1429,43800
8411061041673,FRAG (PUIG PRESTIGE),PPRES,A1429,41700
8411061043844,FRAG (PUIG PRESTIGE),PPRES,A1429,50650
8411061043868,FRAG (PUIG PRESTIGE),PPRES,A1429,49450
8411061043875,FRAG (PUIG PRESTIGE),PPRES,A1429,56000
8411061341803,FRAG (PUIG PRESTIGE),PPRES,A1429,11990
8411061607152,FRAG (PUIG PRESTIGE),PPRES,A1429,47850
8411061607169,FRAG (PUIG PRESTIGE),PPRES,A1429,38950
8411061607176,FRAG (PUIG PRESTIGE),PPRES,A1429,30450
8411061636268,FRAG (PUIG BEAUTY),PUIG,A1248,11570
8411061636275,FRAG (PUIG BEAUTY),PUIG,A1248,9375
8411061665022,FRAG (PUIG PRESTIGE),PPRES,A1429,41950
8411061665039,FRAG (PUIG PRESTIGE),PPRES,A1429,35000
8411061695951,FRAG (PUIG BEAUTY),PUIG,A1248,11570
8411061701034,FRAG (PUIG BEAUTY),PUIG,A1248,12940
8411061701041,FRAG (PUIG BEAUTY),PUIG,A1248,9375
8411061711767,FRAG (PUIG PRESTIGE),PPRES,A1429,62250
8411061711804,FRAG (PUIG PRESTIGE),PPRES,A1429,50700
8411061722756,FRAG (PUIG BEAUTY),PUIG,A1248,12940
8411061723760,FRAG (PUIG PRESTIGE),PPRES,A1429,49450
8411061727935,FRAG (PUIG BEAUTY),PUIG,A1248,9375
8411061737835,FRAG (PUIG BEAUTY),PUIG,A1248,17500
8411061777176,FRAG (PUIG PRESTIGE),PPRES,A1429,62250
8411061777183,FRAG (PUIG PRESTIGE),PPRES,A1429,50700
8411061781197,FRAG (PUIG PRESTIGE),PPRES,A1429,39600
8411061784273,FRAG (PUIG BEAUTY),PUIG,A1248,12940
8411061784280,FRAG (PUIG BEAUTY),PUIG,A1248,9375
8411061791691,FRAG (PUIG BEAUTY),PUIG,A1248,19355
8411061813973,FRAG (PUIG BEAUTY),PUIG,A1248,12940
8411061819623,FRAG (PUIG BEAUTY),PUIG,A1248,9375
8411061819685,FRAG (PUIG BEAUTY),PUIG,A1248,19355
8411061829530,FRAG (PUIG BEAUTY),PUIG,A1248,19355
8411061838778,FRAG (PUIG PRESTIGE),PPRES,A1429,77800
8411061853207,FRAG (PUIG PRESTIGE),PPRES,A1429,71700
8411061860410,FRAG (PUIG BEAUTY),PUIG,A1248,11905
8411061860441,FRAG (PUIG BEAUTY),PUIG,A1248,8795
8411061860502,FRAG (PUIG BEAUTY),PUIG,A1248,12940
8411061860564,FRAG (PUIG BEAUTY),PUIG,A1248,9375
8411061865408,FRAG (PUIG PRESTIGE),PPRES,A1429,59000
8411061865439,FRAG (PUIG PRESTIGE),PPRES,A1429,59000
8411061865460,FRAG (PUIG PRESTIGE),PPRES,A1429,48000
8411061869253,FRAG (PUIG PRESTIGE),PPRES,A1429,41300
8411061869406,FRAG (PUIG PRESTIGE),PPRES,A1429,42300
8411061870518,FRAG (PUIG PRESTIGE),PPRES,A1429,73450
8411061894026,FRAG (PUIG PRESTIGE),PPRES,A1429,48000
8411061896259,FRAG (PUIG PRESTIGE),PPRES,A1429,41300
8411061906651,FRAG (PUIG PRESTIGE),PPRES,A1429,37300
8411061923245,FRAG (PUIG PRESTIGE),PPRES,A1429,53750
8411061926093,FRAG (PUIG PRESTIGE),PPRES,A1429,44900
8411061958483,FRAG (PUIG PRESTIGE),PPRES,A1429,85215
8411061971857,FRAG (PUIG BEAUTY),PUIG,A1248,14700
8411061971925,FRAG (PUIG BEAUTY),PUIG,A1248,10770
8411061972656,FRAG (PUIG PRESTIGE),PPRES,A1429,49000
8411061974759,FRAG (PUIG PRESTIGE),PPRES,A1429,40900
8411061982068,FRAG (PUIG PRESTIGE),PPRES,A1429,69875
8411061982105,FRAG (PUIG BEAUTY),PUIG,A1248,11375
8411061982617,FRAG (PUIG BEAUTY),PUIG,A1248,8175
8411061991886,FRAG (PUIG PRESTIGE),PPRES,A1429,59150
8411061991909,FRAG (PUIG PRESTIGE),PPRES,A1429,49400
8411061994696,FRAG (PUIG PRESTIGE),PPRES,A1429,60400
8411061994702,FRAG (PUIG PRESTIGE),PPRES,A1429,49200
8411061995754,FRAG (PUIG PRESTIGE),PPRES,A1429,68850
8411061996539,FRAG (PUIG PRESTIGE),PPRES,A1429,38400
8411061999264,FRAG (PUIG BEAUTY),PUIG,A1248,11615
8411061999332,FRAG (PUIG BEAUTY),PUIG,A1248,16100
8411114057187,JULERIAQUE,JULER,A2195,27400
8411114057194,JULERIAQUE,JULER,A2195,27400
8427030007397,ABBOTT NUTRICION,ABBNU,A1677,6924.56
8427030007403,ABBOTT NUTRICION,ABBNU,A1677,13619.62
8427030008028,ABBOTT NUTRICION,ABBNU,A1677,6924.56
8429420079717,ISDIN,ISDIN,A1289,11030.54
8429420113374,ISDIN,ISDIN,A1289,25889.4
8429420128644,ISDIN,ISDIN,A1289,13179.8
8429420136472,ISDIN,ISDIN,A1289,12716.62
8429420137974,ISDIN,ISDIN,A1289,3358.11
8429420138346,ISDIN,ISDIN,A1289,14909.74
8429420142312,ISDIN,ISDIN,A1289,9697.12
8429420154186,ISDIN,ISDIN,A1289,9423.42
8429420157613,ISDIN,ISDIN,A1289,32254.73
8429420157651,ISDIN,ISDIN,A1289,28615.9
8429420160613,ISDIN,ISDIN,A1289,11886.74
8429420161214,ISDIN,ISDIN,A1289,10505.95
8429420164390,ISDIN,ISDIN,A1289,23419.07
8429420164406,ISDIN,ISDIN,A1289,7379.43
8429420165472,ISDIN,ISDIN,A1289,9872.57
8429420172401,ISDIN,ISDIN,A1289,33549.55
8429420175310,ISDIN,ISDIN,A1289,16734.42
8429420175327,ISDIN,ISDIN,A1289,16734.42
8429420175341,ISDIN,ISDIN,A1289,17908.18
8429420175372,ISDIN,ISDIN,A1289,17908.18
8429420187917,ISDIN,ISDIN,A1289,14202.68
8429420188020,ISDIN,ISDIN,A1289,14793.94
8429420190986,ISDIN,ISDIN,A1289,11886.74
8429420192263,ISDIN,ISDIN,A1289,10793.68
8429420195950,ISDIN,ISDIN,A1289,9423.42
8429420196377,ISDIN,ISDIN,A1289,9340.96
8429420199163,ISDIN,ISDIN,A1289,2163.3
8429420200678,ISDIN,ISDIN,A1289,20527.65
8429420201361,ISDIN,ISDIN,A1289,10260.32
8429420203082,ISDIN,ISDIN,A1289,25889.4
8429420210547,ISDIN,ISDIN,A1289,8356.68
8429420215078,ISDIN,ISDIN,A1289,12020.08
8429420216068,ISDIN,ISDIN,A1289,30058.09
8429420226135,ISDIN,ISDIN,A1289,18450.32
8429420226265,ISDIN,ISDIN,A1289,9423.42
8429420226272,ISDIN,ISDIN,A1289,7853.14
8430351066011,GALDERMA,GALDE,A0502,6490
8433982016493,FRAG (PUIG BEAUTY),PUIG,A1248,12100
8433982020568,FRAG (PUIG BEAUTY),PUIG,A1248,9920
8436581945133,JULERIAQUE,JULER,A2195,29800
8436581945140,JULERIAQUE,JULER,A2195,29800
8470001585066,ISDIN,ISDIN,A1289,8577.75
8470001631718,ISDIN,ISDIN,A1289,8326.86
8470001654557,ISDIN,ISDIN,A1289,11107.74
8470001699664,ISDIN,ISDIN,A1289,8326.86
8470001769145,ISDIN,ISDIN,A1289,24241.93
8470001769169,ISDIN,ISDIN,A1289,21341.74
8470001812353,ISDIN,ISDIN,A1289,33549.55
8470001864802,ISDIN,ISDIN,A1289,29542.27
8470001864826,ISDIN,ISDIN,A1289,24433.17
8470001880154,ISDIN,ISDIN,A1289,3961.66
8470001915528,ISDIN,ISDIN,A1289,10714.73
8470003233941,ISDIN,ISDIN,A1289,9188.32
8470003854849,ISDIN,ISDIN,A1289,5435.44
8710428010544,ABBOTT NUTRICION,ABBNU,A1677,1922.3
8710428010742,ABBOTT NUTRICION,ABBNU,A1677,6924.56
8710428011473,ABBOTT NUTRICION,ABBNU,A1677,1511.16
8710428011497,ABBOTT NUTRICION,ABBNU,A1677,1511.16
8710428013514,ABBOTT NUTRICION,ABBNU,A1677,5512.28
8710428013637,ABBOTT NUTRICION,ABBNU,A1677,14698.3
8710428014085,ABBOTT NUTRICION,ABBNU,A1677,6924.56
8710428017994,ABBOTT NUTRICION,ABBNU,A1677,1637.18
8710428018014,ABBOTT NUTRICION,ABBNU,A1677,1637.18
8710428018038,ABBOTT NUTRICION,ABBNU,A1677,1637.18
